Depth,Reeval_level,Time(s),Preeval
3,2,43.58036811649799,3
3,2,39.97907369956374,3
3,2,26.717750284820795,3
3,2,21.76889289356768,3
3,2,71.60527692735195,3
3,2,17.257339430972934,3
3,2,50.11200665310025,3
3,2,31.848832791671157,3
3,2,29.780810991302133,3
3,2,44.45087418332696,3
3,2,38.28771849349141,3
3,2,23.52219738252461,3
3,2,56.55189782753587,3
3,2,39.26303789205849,3
3,2,10.960242448374629,3
3,2,9.936088647693396,3
3,2,13.05789053812623,3
3,2,30.187487794086337,3
3,2,50.856817254796624,3
3,2,17.585347497835755,3
3,2,39.00407459959388,3
3,2,28.41357890330255,3
3,2,25.428555427119136,3
3,2,15.135516641661525,3
3,2,10.405437596142292,3
3,2,31.693481173366308,3
3,2,86.32195937074721,3
3,2,47.791979717090726,3
3,2,36.58368122018874,3
3,2,43.600371377542615,3
3,2,49.04986169375479,3
3,2,48.040201326832175,3
3,2,31.166497765108943,3
3,2,21.1523103620857,3
3,2,14.734958410263062,3
3,2,28.80697914585471,3
3,2,34.759095437824726,3
3,2,24.881558703258634,3
3,2,23.367193510755897,3
3,2,13.933809831738472,3
3,2,41.680486746132374,3
3,2,14.697213446721435,3
3,2,30.73113269917667,3
3,2,46.05974974669516,3
3,2,47.44833007641137,3
3,2,12.406726298853755,3
3,2,62.698521334677935,3
3,2,27.81728201173246,3
3,2,18.52938898652792,3
3,2,28.498312916606665,3
3,2,44.76171906851232,3
3,2,18.141182927414775,3
3,2,13.776019863784313,3
3,2,44.44443276524544,3
3,2,34.292936116456985,3
3,2,37.99807586707175,3
3,2,14.386368844658136,3
3,2,65.5608587320894,3
3,2,45.18943053856492,3
3,2,64.35820228792727,3
3,2,44.33166258968413,3
3,2,19.990319821983576,3
3,2,19.801292723044753,3
3,2,23.50902401469648,3
3,2,17.619091153144836,3
3,2,41.29039730131626,3
3,2,14.383799832314253,3
3,2,21.30274168215692,3
3,2,19.80204706825316,3
3,2,44.230928018689156,3
3,2,71.32115307636559,3
3,2,23.733320171013474,3
3,2,52.62680315040052,3
3,2,40.5761192291975,3
3,2,70.60588382557034,3
3,2,41.194351417943835,3
3,2,30.544220194220543,3
3,2,37.16380481980741,3
3,2,35.76847204938531,3
3,2,34.07504574395716,3
3,2,79.53936173208058,3
3,2,20.46509507112205,3
3,2,46.27596283517778,3
3,2,64.15370704419911,3
3,2,14.163506057113409,3
3,2,75.13557704724371,3
3,2,27.34871569275856,3
3,2,42.822963278740644,3
3,2,72.9822808764875,3
3,2,18.643084440380335,3
3,2,41.948338747024536,3
3,2,26.88546291552484,3
3,2,36.111855981871486,3
3,2,39.27971371822059,3
3,2,27.55006969347596,3
3,2,33.10363756865263,3
3,2,58.75199122540653,3
3,2,54.09072841145098,3
3,2,24.11892707645893,3
3,2,49.64707314968109,3
3,2,43.96558334492147,3
3,2,55.022650456056,3
3,2,52.65623435936868,3
3,2,19.980571303516626,3
3,2,33.815311750397086,3
3,2,20.491291323676705,3
3,2,28.570476042106748,3
3,2,22.196607276797295,3
3,2,46.186021318659186,3
3,2,37.493987053632736,3
3,2,43.58222036808729,3
3,2,32.82676684111357,3
3,2,17.80026252567768,3
3,2,46.472056429833174,3
3,2,54.07517271861434,3
3,2,41.75009573623538,3
3,2,21.555311368778348,3
3,2,15.446591785177588,3
3,2,36.09510488808155,3
3,2,68.74021118320525,3
3,2,30.918131658807397,3
3,2,22.595884485170245,3
3,2,37.434947960078716,3
3,2,64.4679672587663,3
3,2,39.793072978034616,3
3,2,33.65153452754021,3
3,2,43.23132980428636,3
3,2,21.329621575772762,3
3,2,31.725660786032677,3
3,2,36.77584046125412,3
3,2,31.05523910932243,3
3,2,23.096271941438317,3
3,2,15.51742385327816,3
3,2,26.375061381608248,3
3,2,36.88358907774091,3
3,2,18.34875911846757,3
3,2,25.582968117669225,3
3,2,25.898063404485583,3
3,2,36.69602244347334,3
3,2,23.946956533938646,3
3,2,13.314884087070823,3
3,2,33.13294225744903,3
3,2,46.65227123349905,3
3,2,48.65451237000525,3
3,2,34.560952143743634,3
3,2,55.36218788847327,3
3,2,15.266440704464912,3
3,2,25.243354780599475,3
3,2,39.90059099346399,3
3,2,32.45015535131097,3
3,2,75.43288133107126,3
3,2,46.243498008698225,3
3,2,107.08499794639647,3
3,2,58.51312954723835,3
3,2,38.50713767670095,3
3,2,17.469909895211458,3
3,2,59.26989262364805,3
3,2,32.1546533331275,3
3,2,53.74908923357725,3
3,2,9.640578420832753,3
3,2,12.14617962576449,3
3,2,27.154988203197718,3
3,2,34.53093592636287,3
3,2,55.79445678181946,3
3,2,22.48101452551782,3
3,2,37.792387606576085,3
3,2,21.287830831483006,3
3,2,15.81274188682437,3
3,2,47.02827008999884,3
3,2,14.820909606292844,3
3,2,45.959350829944015,3
3,2,37.88463797047734,3
3,2,25.774357620626688,3
3,2,31.621018696576357,3
3,2,43.97285049036145,3
3,2,69.94903640821576,3
4,3,272.09405358694494,3
4,3,833.4522752724588,3
4,3,145.93804506771266,3
4,3,691.5753390304744,3
4,3,162.85995470546186,3
4,3,222.48012845404446,3
4,3,859.0617957673967,3
4,3,414.79612352512777,3
4,3,195.6700256690383,3
4,3,153.82131021097302,3
4,3,399.87745185755193,3
4,3,245.31721417233348,3
4,3,227.3164514787495,3
4,3,467.5598634351045,3
4,3,331.8996954113245,3
4,3,803.2668946571648,3
4,3,365.6280432920903,3
4,3,663.9452148489654,3
4,3,553.3610521741211,3
4,3,60.357433123514056,3
4,3,494.5614795628935,3
4,3,622.2693044822663,3
4,3,166.41157528199255,3
4,3,367.9769108723849,3
4,3,385.33693654462695,3
4,3,368.65815657004714,3
4,3,369.98014667630196,3
4,3,269.1324590537697,3
4,3,558.3241693601012,3
4,3,562.8807057682425,3
4,3,641.3419930208474,3
4,3,299.187571644783,3
4,3,1119.5489643011242,3
4,3,708.108708543703,3
4,3,223.46037276647985,3
4,3,706.5184930153191,3
4,3,1055.470921099186,3
4,3,1272.7673480175436,3
4,3,707.0069226678461,3
4,3,226.9116499647498,3
4,3,524.5288116578013,3
4,3,376.26169104501605,3
4,3,1102.5878425370902,3
4,3,149.3853125460446,3
4,3,350.3815663792193,3
4,3,415.1277109179646,3
4,3,386.599424302578,3
4,3,829.2449269909412,3
4,3,237.02353875152767,3
4,3,325.2713887281716,3
4,3,239.9547757152468,3
4,3,303.26117248274386,3
4,3,644.0620962679386,3
4,3,410.8427954092622,3
4,3,261.5573846679181,3
4,3,386.1208353228867,3
4,3,796.920927612111,3
4,3,441.41789459995925,3
4,3,772.8992621842772,3
4,3,141.73578293807805,3
4,3,328.0930251721293,3
4,3,467.55179930850863,3
4,3,572.2460448481143,3
4,3,586.6468481328338,3
4,3,599.8158720638603,3
4,3,454.0390233658254,3
4,3,580.251866940409,3
4,3,438.1328965201974,3
4,3,651.2576186861843,3
4,3,481.1215438954532,3
4,3,471.7553932443261,3
4,3,551.8214075751603,3
4,3,511.22901772521436,3
4,3,434.8249937258661,3
4,3,316.8896741364151,3
4,3,1318.4325469247997,3
4,3,225.28405764885247,3
4,3,841.8174720555544,3
4,3,114.70269470103085,3
4,3,309.71225691214204,3
4,3,823.9631408192217,3
4,3,518.2078890800476,3
4,3,419.60376440547407,3
4,3,157.27564056403935,3
4,3,302.4163797311485,3
4,3,212.69507485069335,3
4,3,485.3430268447846,3
4,3,977.1944409999996,3
4,3,688.8970599714667,3
4,3,324.9517283588648,3
4,3,132.15426104702055,3
4,3,291.5582632664591,3
4,3,1001.9278926886618,3
4,3,255.22149411588907,3
4,3,713.6109809074551,3
4,3,208.67585550807416,3
4,3,345.96858299709857,3
4,3,488.008582605049,3
4,3,392.1642768513411,3
4,3,307.40071103163064,3
4,3,324.4796170797199,3
4,3,346.6931941155344,3
4,3,441.0311601012945,3
4,3,463.9059661515057,3
4,3,438.05303271487355,3
4,3,836.9643974918872,3
4,3,547.9173120874912,3
4,3,410.6069174874574,3
4,3,563.1058592833579,3
4,3,430.4057292547077,3
4,3,229.6530742496252,3
4,3,428.1530964374542,3
4,3,722.949069108814,3
4,3,556.9260700400919,3
4,3,977.3417595159262,3
4,3,303.4188127294183,3
4,3,449.4855306763202,3
4,3,266.79157429002225,3
4,3,362.2615783717483,3
4,3,182.16193019971251,3
4,3,317.2357606999576,3
4,3,180.2112363036722,3
4,3,144.94404479302466,3
4,3,280.7956773042679,3
4,3,674.0926858410239,3
4,3,403.8717152159661,3
4,3,250.78677735105157,3
4,3,121.05296291783452,3
4,3,432.41032676771283,3
4,3,565.5229637399316,3
4,3,473.68250181153417,3
4,3,567.2246470600367,3
4,3,538.0284948199987,3
4,3,60.85378220491111,3
4,3,216.44809542037547,3
4,3,353.58906466141343,3
4,3,428.96184408292174,3
4,3,524.833367113024,3
4,3,901.3911565504968,3
4,3,835.2493329290301,3
4,3,184.55938364379108,3
4,3,529.8650706280023,3
4,3,111.8079290073365,3
4,3,353.94984069280326,3
4,3,529.5397487953305,3
4,3,513.1437607277185,3
4,3,225.8655596319586,3
4,3,537.1596232373267,3
4,3,657.1241555511951,3
4,3,220.4744064360857,3
4,3,410.43798563815653,3
4,3,190.17733371257782,3
4,3,272.7850657645613,3
4,3,581.5994117483497,3
4,3,575.6025404259562,3
4,3,485.2003371287137,3
4,3,670.0291389338672,3
4,3,476.91928596422076,3
4,3,559.971812190488,3
4,3,341.431838452816,3
4,3,874.832394823432,3
4,3,292.00313295051455,3
4,3,346.45226674340665,3
4,3,554.4223290681839,3
4,3,607.7515395265073,3
4,3,572.9935224279761,3
4,3,401.19426933676004,3
4,3,460.1121232267469,3
4,3,393.43571330048144,3
4,3,210.97470745630562,3
4,3,827.2584384959191,3
4,3,140.60416386276484,3
4,3,284.8054476417601,3
4,3,330.6157160587609,3
4,3,391.9356299918145,3
4,3,931.4398024957627,3
4,3,224.9187024217099,3
4,3,109.36381928250194,3
4,3,377.49885945394635,3
4,3,300.05266203917563,3
4,3,200.978280428797,3
4,3,421.45392949692905,3
4,3,254.22110415808856,3
4,3,299.0489283371717,3
4,3,198.0575764235109,3
4,3,519.6396037600935,3
4,3,246.65886114910245,3
4,3,173.0547187514603,3
4,3,830.3014231678098,3
4,3,397.21262939460576,3
4,3,284.3491919077933,3
4,3,367.8622934613377,3
4,3,1311.8419921603054,3
4,3,727.6281361728907,3
4,3,453.3428637608886,3
4,3,273.74370989203453,3
4,3,143.84559241123497,3
4,3,485.53275979310274,3
4,3,364.99251425266266,3
4,3,933.5829540602863,3
4,3,838.0892254672945,3
4,3,259.37654602341354,3
4,3,887.6741986908019,3
4,3,683.0573651287705,3
4,3,317.12094905786216,3
4,3,457.28713830932975,3
4,3,778.1053480617702,3
4,3,517.9977111853659,3
4,3,517.4796111974865,3
4,3,531.5196977593005,3
4,3,511.37694369629025,3
4,3,161.72756597213447,3
4,3,339.612143881619,3
4,3,214.1045092791319,3
